epoch,loss,lr,val_loss
0,0.8687657066553727,0.001,0.6186982989311218
1,0.5065944260459223,0.001,0.3831716775894165
2,0.3523181557814261,0.001,0.30124133825302124
3,0.29750840310081833,0.001,0.26662370562553406
4,0.2696743669791332,0.001,0.24589140713214874
5,0.2504812358487896,0.001,0.2297651767730713
6,0.23594052238097957,0.001,0.2175285816192627
7,0.22457102114844216,0.001,0.20805615186691284
8,0.21566674707803044,0.001,0.20042550563812256
9,0.2077364089192513,0.001,0.194430872797966
10,0.20134527575115826,0.001,0.18881654739379883
11,0.19593674824167318,0.001,0.18468138575553894
12,0.19156476757213167,0.001,0.18044105172157288
13,0.18744000143613862,0.001,0.17716969549655914
14,0.18357673896007748,0.001,0.17336077988147736
15,0.18033047067390878,0.001,0.17059087753295898
16,0.17710210668103013,0.001,0.16763344407081604
17,0.17377076375745973,0.001,0.16443848609924316
18,0.170763102425198,0.001,0.1617414802312851
19,0.16802281903044525,0.001,0.15945616364479065
20,0.16551007548580313,0.001,0.1573723554611206
21,0.16316857574607602,0.001,0.15524214506149292
22,0.16095244640863934,0.001,0.15280523896217346
23,0.15884269231623585,0.001,0.15069369971752167
24,0.15688462453731666,0.001,0.1490229368209839
25,0.1552687439972264,0.001,0.14743933081626892
26,0.1535426179050258,0.001,0.1456993669271469
27,0.1519265511934287,0.001,0.14399704337120056
28,0.15052398072526088,0.001,0.1429884135723114
29,0.14916241108656017,0.001,0.1419907510280609
30,0.14781393128450734,0.001,0.14051201939582825
31,0.14678881105806246,0.001,0.13947755098342896
32,0.14564182757861743,0.001,0.1379956305027008
33,0.1444045578605579,0.001,0.13686972856521606
34,0.1432664320387561,0.001,0.13589859008789062
35,0.14232612393391,0.001,0.13495419919490814
36,0.14130119952291825,0.001,0.13422180712223053
37,0.14052591211809387,0.001,0.13332274556159973
38,0.13961271306317208,0.001,0.1325414925813675
39,0.1388003036908967,0.001,0.1317019909620285
40,0.13777855916350354,0.001,0.13118156790733337
41,0.1369695150607312,0.001,0.13014616072177887
42,0.13593493873546258,0.001,0.1292087584733963
43,0.1352470384960593,0.001,0.12884299457073212
44,0.1342662146287663,0.001,0.12760058045387268
45,0.1326339406550198,0.001,0.1260177344083786
46,0.1310815279096737,0.001,0.12463952600955963
47,0.12932155322210814,0.001,0.12310551851987839
48,0.12753425052008213,0.001,0.12205132842063904
49,0.1247127357341639,0.0005,0.11936169862747192
50,0.12345557425357605,0.0005,0.11850812286138535
51,0.12250949842050543,0.0005,0.11768866330385208
52,0.1216185900868394,0.0005,0.11697915941476822
53,0.12079383380852848,0.0005,0.11646107584238052
54,0.1200053923047827,0.0005,0.11592727154493332
55,0.11925627152322495,0.0005,0.11525232344865799
56,0.11852014271754407,0.0005,0.11448831856250763
57,0.11786306700826688,0.0005,0.11402606219053268
58,0.11717063340797176,0.0005,0.11312612891197205
59,0.11652846131783054,0.0005,0.11276127398014069
60,0.115954502087812,0.0005,0.11231561005115509
61,0.1153463979422461,0.0005,0.111598439514637
62,0.11477725411701052,0.0005,0.11100639402866364
63,0.11421736951864585,0.0005,0.11045211553573608
64,0.11369329402337232,0.0005,0.11005020141601562
65,0.11319357843388067,0.0005,0.10983999818563461
66,0.11272771090157117,0.0005,0.1091051921248436
67,0.11223417226147932,0.0005,0.10889574885368347
68,0.11184693551644341,0.0005,0.10864455997943878
69,0.1113538034355087,0.0005,0.10801389068365097
70,0.11091815028757258,0.0005,0.1074587032198906
71,0.11048724578447218,0.0005,0.10705563426017761
72,0.11011067557632526,0.0005,0.10665154457092285
73,0.10970309629734755,0.0005,0.10644198954105377
74,0.10934598024592748,0.0005,0.10610974580049515
75,0.10904878744890062,0.0005,0.10591579973697662
76,0.10862822441487814,0.0005,0.10532866418361664
77,0.1083306455620129,0.0005,0.10532712191343307
78,0.10798572318804739,0.0005,0.1046399250626564
79,0.10762555519785538,0.0005,0.10445292294025421
80,0.10731563305272548,0.0005,0.10403641313314438
81,0.10701673867167624,0.0005,0.10368116945028305
82,0.10671727868401344,0.0005,0.10360591113567352
83,0.10644749255017676,0.0005,0.10334260761737823
84,0.10616092420793882,0.0005,0.10291413217782974
85,0.10583387974998675,0.0005,0.10260244458913803
86,0.10554972232478906,0.0005,0.10245449095964432
87,0.10525573030567476,0.0005,0.10198868811130524
88,0.10491242515197047,0.0005,0.10166528075933456
89,0.10461826532999684,0.0005,0.10143189132213593
90,0.1043608670456238,0.0005,0.10114221274852753
91,0.10409235091386253,0.0005,0.10111958533525467
92,0.10385566845277977,0.0005,0.10076473653316498
93,0.10356327239299828,0.0005,0.10043779015541077
94,0.103360229883031,0.0005,0.10043506324291229
95,0.10311441403864341,0.0005,0.10010960698127747
96,0.10286641196671609,0.0005,0.09978707134723663
97,0.10258433354788007,0.0005,0.09955699741840363
98,0.10234590847536862,0.0005,0.09935282915830612
99,0.10146651128782185,0.00025,0.09833893924951553
100,0.1012213633688865,0.00025,0.09821246564388275
101,0.1010906030842137,0.00025,0.0980895608663559
102,0.1009628253046086,0.00025,0.09797976911067963
103,0.10083658231751672,0.00025,0.09787136316299438
104,0.1007199906767202,0.00025,0.09776494652032852
105,0.10059768031303297,0.00025,0.09764858335256577
106,0.1004821151168097,0.00025,0.09754054248332977
107,0.10036167722281622,0.00025,0.09742920100688934
108,0.10024480004084355,0.00025,0.09730705618858337
109,0.10012800815451899,0.00025,0.09719128906726837
110,0.10001160687781756,0.00025,0.09708350896835327
111,0.09989385614664884,0.00025,0.09696607291698456
112,0.09978647625886257,0.00025,0.096873439848423
113,0.09966332410147169,0.00025,0.09674457460641861
114,0.09956050946822731,0.00025,0.09665724635124207
115,0.09943841826954028,0.00025,0.096523717045784
116,0.09932879908903196,0.00025,0.09642881155014038
117,0.09920943481548528,0.00025,0.09633322060108185
118,0.09909469584178497,0.00025,0.09623043239116669
119,0.0989802329459128,0.00025,0.09613581746816635
120,0.09887141805697955,0.00025,0.0960272029042244
121,0.09875754673233063,0.00025,0.0959053710103035
122,0.09865716231033998,0.00025,0.09584023803472519
123,0.09853672067615686,0.00025,0.09568336606025696
124,0.09844251266989819,0.00025,0.09559852629899979
125,0.09833491120702816,0.00025,0.09549932181835175
126,0.09824160124360251,0.00025,0.09541235119104385
127,0.09813790630588473,0.00025,0.09531348943710327
128,0.09801903482986615,0.00025,0.09519360214471817
129,0.09790018493804682,0.00025,0.09509819000959396
130,0.0978010809106576,0.00025,0.0950293093919754
131,0.09769805291954957,0.00025,0.09494037181138992
132,0.09760772628201064,0.00025,0.09485472738742828
133,0.09750245357933023,0.00025,0.09471894800662994
134,0.09740994118109803,0.00025,0.09462983906269073
135,0.09729503661686688,0.00025,0.094544418156147
136,0.09720620485872604,0.00025,0.09445509314537048
137,0.09711025558288365,0.00025,0.09437768906354904
138,0.09702536950810954,0.00025,0.09427732974290848
139,0.09690795939245479,0.00025,0.09418603777885437
140,0.09681073470561956,0.00025,0.09411592036485672
141,0.09670919567480216,0.00025,0.09402064979076385
142,0.09663209831923401,0.00025,0.09396591782569885
143,0.09652238602859152,0.00025,0.09384149312973022
144,0.09643996940094288,0.00025,0.0937868282198906
145,0.0963314779138019,0.00025,0.09364631772041321
146,0.0962709873768434,0.00025,0.09358173608779907
147,0.09616266999905246,0.00025,0.09348814934492111
148,0.09607880797321587,0.00025,0.09340322762727737
149,0.09562477961213296,0.000125,0.09305759519338608
150,0.0955342500191893,0.000125,0.09301617741584778
151,0.09548291266000627,0.000125,0.09297442436218262
152,0.09543401576915433,0.000125,0.09293124079704285
153,0.09538600960510049,0.000125,0.09288904070854187
154,0.09533697588940618,0.000125,0.09284164756536484
155,0.09528949716884777,0.000125,0.09279777109622955
156,0.09524028109588156,0.000125,0.0927467793226242
157,0.0951924347766254,0.000125,0.09269975870847702
158,0.09514352168159591,0.000125,0.09265012294054031
159,0.09509524340745738,0.000125,0.09259787946939468
160,0.09504593732793784,0.000125,0.09254815429449081
161,0.09499753352357118,0.000125,0.09249326586723328
162,0.09494886112085271,0.000125,0.09244681149721146
163,0.0948990043972842,0.000125,0.09239385277032852
164,0.09485545658896206,0.000125,0.09235761314630508
165,0.09480431625253143,0.000125,0.0922953337430954
166,0.09475576893847837,0.000125,0.09225025773048401
167,0.09470188182193631,0.000125,0.0921914353966713
168,0.09465057624352945,0.000125,0.09214147180318832
169,0.09460095474827204,0.000125,0.09208998829126358
170,0.09454887217571484,0.000125,0.09204185754060745
171,0.0944988177340907,0.000125,0.0919852927327156
172,0.09444929242455559,0.000125,0.09193889051675797
173,0.0943986743827644,0.000125,0.09188489615917206
174,0.09434929880362224,0.000125,0.0918382927775383
175,0.09429643058174379,0.000125,0.09178183972835541
176,0.0942492560951829,0.000125,0.091739222407341
177,0.09419551688589453,0.000125,0.09168104082345963
178,0.09414691043675213,0.000125,0.09163712710142136
179,0.09409397794718223,0.000125,0.09157940745353699
180,0.0940460966677178,0.000125,0.09153415262699127
181,0.0939940607608441,0.000125,0.09147825092077255
182,0.09394549361620075,0.000125,0.09142990410327911
183,0.09389232651235378,0.000125,0.09137246757745743
184,0.09384197490083249,0.000125,0.09132365137338638
185,0.09379028354109656,0.000125,0.09127306938171387
186,0.0937409966338867,0.000125,0.09122387319803238
187,0.09368887054618236,0.000125,0.09116816520690918
188,0.09363884418758534,0.000125,0.09111536294221878
189,0.09358629434686792,0.000125,0.09106193482875824
190,0.09353639560802071,0.000125,0.09101157635450363
191,0.0934846459006038,0.000125,0.09095487743616104
192,0.09343365339286659,0.000125,0.09090667217969894
193,0.09338157815169514,0.000125,0.09085428714752197
194,0.09333226198937558,0.000125,0.09080424159765244
195,0.09327841147558283,0.000125,0.09074974805116653
196,0.0932275626445854,0.000125,0.09070011228322983
197,0.09317131367683729,0.000125,0.09064871072769165
198,0.09311787740394803,0.000125,0.0905955582857132
199,0.09288194097344651,6.25e-05,0.09050076454877853
200,0.09283533874402955,6.25e-05,0.09047171473503113
201,0.0928066488634874,6.25e-05,0.09044329077005386
202,0.09277927857458974,6.25e-05,0.09041477739810944
203,0.09275169301800201,6.25e-05,0.09038721770048141
204,0.09272405284218406,6.25e-05,0.09035727381706238
205,0.0926961206254591,6.25e-05,0.09032969921827316
206,0.09266793555403433,6.25e-05,0.09029962122440338
207,0.0926392720245821,6.25e-05,0.0902707427740097
208,0.09261007583776311,6.25e-05,0.09023935347795486
209,0.09258093583776711,6.25e-05,0.09021016210317612
210,0.0925517093592045,6.25e-05,0.09017789363861084
211,0.09252228349476146,6.25e-05,0.09014961123466492
212,0.09249272178431855,6.25e-05,0.09011746942996979
213,0.09246309064288036,6.25e-05,0.09008823335170746
214,0.09243344405306829,6.25e-05,0.09005854278802872
215,0.09240330111336063,6.25e-05,0.09002532064914703
216,0.09237342258031954,6.25e-05,0.08999598026275635
217,0.09234305777927988,6.25e-05,0.08996263891458511
218,0.09231290827934098,6.25e-05,0.08993116021156311
219,0.092282562960337,6.25e-05,0.08990020304918289
220,0.0922520914230256,6.25e-05,0.08986900001764297
221,0.09222149772364333,6.25e-05,0.08983667939901352
222,0.09219114939045464,6.25e-05,0.08980681747198105
223,0.09216039620385923,6.25e-05,0.08977364748716354
224,0.09212912576492736,6.25e-05,0.0897408127784729
225,0.09209820381468996,6.25e-05,0.08970926702022552
226,0.09206698148622756,6.25e-05,0.08967582136392593
227,0.09203606714910918,6.25e-05,0.08964366465806961
228,0.09200436517608887,6.25e-05,0.08961120247840881
229,0.0919740489270814,6.25e-05,0.0895790383219719
230,0.09194224044805208,6.25e-05,0.08954788744449615
231,0.09191466575986673,6.25e-05,0.08951754868030548
232,0.09188010792810401,6.25e-05,0.08948265016078949
233,0.09185119591262352,6.25e-05,0.08945050090551376
234,0.09181560659759652,6.25e-05,0.0894157811999321
235,0.09178464202346433,6.25e-05,0.08938201516866684
236,0.0917506248206749,6.25e-05,0.08934761583805084
237,0.09171972790496621,6.25e-05,0.08931488543748856
238,0.09168585436717769,6.25e-05,0.08928048610687256
239,0.09165444722711324,6.25e-05,0.0892476737499237
240,0.09162113255872074,6.25e-05,0.08921297639608383
241,0.09158946400089071,6.25e-05,0.08917883038520813
242,0.09155607496304391,6.25e-05,0.08914364874362946
243,0.09152427970651511,6.25e-05,0.08911042660474777
244,0.0914903432817087,6.25e-05,0.08907513320446014
245,0.0914594309519398,6.25e-05,0.08904318511486053
246,0.09142443119356262,6.25e-05,0.08900424838066101
247,0.09139402269135966,6.25e-05,0.08897318691015244
248,0.09135810832477544,6.25e-05,0.08893632143735886
249,0.09122701149888507,3.125e-05,0.08884752541780472
250,0.09119858529358658,3.125e-05,0.08883122354745865
251,0.0911808102481395,3.125e-05,0.08881568908691406
252,0.09116362925533554,3.125e-05,0.0887984186410904
253,0.09114638361829279,3.125e-05,0.08878226578235626
254,0.09112936370828746,3.125e-05,0.08876487612724304
255,0.09111208391198966,3.125e-05,0.08874750137329102
256,0.09109476969818132,3.125e-05,0.08873001486063004
257,0.09107739169075191,3.125e-05,0.08871307969093323
258,0.09105985901627651,3.125e-05,0.08869490772485733
259,0.09104221926148971,3.125e-05,0.08867678791284561
260,0.09102476863099104,3.125e-05,0.08865891396999359
261,0.0910067558523352,3.125e-05,0.08864108473062515
262,0.09098927630263955,3.125e-05,0.08862167596817017
263,0.09097116362064654,3.125e-05,0.08860277384519577
264,0.09095333691055653,3.125e-05,0.08858448266983032
265,0.09093532738718405,3.125e-05,0.08856597542762756
266,0.09091716532692189,3.125e-05,0.08854678273200989
267,0.0908992069679352,3.125e-05,0.0885280892252922
268,0.09088085043045292,3.125e-05,0.08850985020399094
269,0.09086277792795747,3.125e-05,0.08849024027585983
270,0.09084427612537385,3.125e-05,0.08847074210643768
271,0.09082618255428712,3.125e-05,0.0884518176317215
272,0.09080759398056773,3.125e-05,0.08843305706977844
273,0.09078927882988226,3.125e-05,0.08841340243816376
274,0.0907707945254626,3.125e-05,0.08839341998100281
275,0.09075222288824662,3.125e-05,0.08837475627660751
276,0.09073372048788281,3.125e-05,0.08835575729608536
277,0.09071507867921874,3.125e-05,0.08833665400743484
278,0.09069634807852453,3.125e-05,0.0883169025182724
279,0.09067771278403915,3.125e-05,0.08829735219478607
280,0.0906589370951871,3.125e-05,0.08827771991491318
281,0.09064024529692881,3.125e-05,0.08825813978910446
282,0.09062141871097637,3.125e-05,0.08823733031749725
283,0.09060266771351637,3.125e-05,0.08821789175271988
284,0.0905836487389625,3.125e-05,0.08819922059774399
285,0.09056465321238179,3.125e-05,0.08817838877439499
286,0.09054572713395319,3.125e-05,0.08815941214561462
287,0.09052675270485945,3.125e-05,0.08813875168561935
288,0.09050768779965693,3.125e-05,0.0881195142865181
289,0.09048852862036455,3.125e-05,0.0881006121635437
290,0.09046938372729633,3.125e-05,0.08807878196239471
291,0.09045005448766656,3.125e-05,0.08805714547634125
292,0.09043073917938542,3.125e-05,0.08803995698690414
293,0.09041160323857221,3.125e-05,0.08801824599504471
294,0.09039199912841357,3.125e-05,0.087999127805233
295,0.09037271989282587,3.125e-05,0.08797696232795715
296,0.09035313120575734,3.125e-05,0.08795870840549469
297,0.09033369816909226,3.125e-05,0.0879363939166069
298,0.09031422816848136,3.125e-05,0.08791587501764297
299,0.09024114992752637,1.5625e-05,0.08785123378038406
